^SAMPLE = GSM171895
!Sample_title = HBEC3-KT
!Sample_geo_accession = GSM171895
!Sample_status = Public on Mar 07 2007
!Sample_submission_date = Feb 26 2007
!Sample_last_update_date = Aug 28 2018
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = Human Bronchial Epithelial Cell
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Histology: immortalized normal
!Sample_characteristics_ch1 = Age: 65
!Sample_characteristics_ch1 = Sex: F
!Sample_characteristics_ch1 = Race:
!Sample_biomaterial_provider_ch1 = Hamon Center for Therapeutic Oncology Research, UT Southwestern Medical Center
!Sample_growth_protocol_ch1 = KSFM supplemented with EGF and BPE
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = Qiagen RNeasy kit including DNase1 treatment
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Biotinylated cRNA was prepared according to standard Affymetrix protocol from 5 microgram total RNA
!Sample_hyb_protocol = Following fragmentation, 20 microg of cRNA were hybridized for 16 hr at 45C on GeneChip Human Genome Array. GeneChips were washed and stained in the Affymetrix Fluidics Station
!Sample_scan_protocol = GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A
!Sample_description = Immortalized with CDK4 and hTERT
!Sample_data_processing = Data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 250
!Sample_platform_id = GPL570
!Sample_contact_name = Luc,,Girard
!Sample_contact_email = Luc.Girard@UTSouthwestern.edu
!Sample_contact_laboratory = NB8.114A
!Sample_contact_department = Hamon Center for Therapeutic Oncology Research
!Sample_contact_institute = UT Southwestern Medical Center
!Sample_contact_address = 5323 Harry Hines Blvd
!Sample_contact_city = Dallas
!Sample_contact_state = TX
!Sample_contact_zip/postal_code = 75390-8593
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM171nnn/GSM171895/suppl/GSM171895.CEL.gz
!Sample_relation = Reanalyzed by: GSE64985
!Sample_relation = Reanalyzed by: GSE119087
!Sample_series_id = GSE4824
!Sample_data_row_count = 54675
#ID_REF = Affymetrix IDs
#Stat Pairs = Number of probe pairs
#Stat Pairs Used = Number of probe pairs (unmasked)
#VALUE = MAS5-calculated Signal intensity
#ABS_CALL = the call in an absolute analysis that indicates if the transcript was present (P), absent (A), marginal (M), or no call (NC)
#DETECTION P-VALUE = p-value that indicates the significance level of the detection call
!sample_table_begin
ID_REF	Stat Pairs	Stat Pairs Used	VALUE	ABS_CALL	DETECTION P-VALUE
200895_s_at	11	11	721.1	P	0.005859
200896_x_at	11	11	3143.3	P	0.000244
200897_s_at	11	11	6115.1	P	0.000244
200898_s_at	11	11	811.0	P	0.000732
200899_s_at	11	11	2864.3	P	0.000244
200900_s_at	11	11	361.2	P	0.018555
200901_s_at	11	11	762.0	P	0.000244
200902_at	11	11	3235.6	P	0.000244
200903_s_at	11	11	4010.9	P	0.000244
200904_at	11	11	1432.1	P	0.000244
200905_x_at	11	11	2461.7	P	0.000244
200906_s_at	11	11	923.2	P	0.000244
200907_s_at	11	11	3744.4	P	0.000244
200908_s_at	11	11	141.3	A	0.194580
200909_s_at	11	11	18133.1	P	0.000244
200910_at	11	11	2784.6	P	0.000244
200911_s_at	11	11	998.3	P	0.010742
200912_s_at	11	11	9456.8	P	0.000244
200913_at	11	11	622.4	P	0.000732
200914_x_at	11	11	2903.9	P	0.000732
200915_x_at	11	11	4275.2	P	0.000244
200916_at	11	11	3969.7	P	0.000732
200917_s_at	11	11	66.6	A	0.246094
200918_s_at	11	11	998.7	P	0.001953
200919_at	11	11	1068.8	P	0.004150
200920_s_at	11	11	1955.7	P	0.000244
200921_s_at	11	11	6198.3	P	0.000244
200922_at	11	11	278.2	P	0.000244
200923_at	11	11	1493.4	P	0.008057
200924_s_at	11	11	2853.7	P	0.001221
200925_at	11	11	6275.6	P	0.000244
200926_at	11	11	17156.2	P	0.000244
200927_s_at	11	11	1340.0	P	0.000244
200928_s_at	11	11	84.4	P	0.000732
200929_at	11	11	2776.9	P	0.000244
200930_s_at	11	11	99.7	A	0.274170
200931_s_at	11	11	4035.8	P	0.000244
200932_s_at	11	11	2298.0	P	0.001953
200933_x_at	11	11	15508.7	P	0.000244
200934_at	11	11	3985.0	P	0.000244
200935_at	11	11	65.6	P	0.046143
200936_at	11	11	14681.8	P	0.000244
200937_s_at	11	11	16127.3	P	0.000244
200938_s_at	11	11	57.0	A	0.095215
200939_s_at	11	11	67.3	A	0.466064
200940_s_at	11	11	515.3	P	0.001221
200941_at	11	11	1005.3	P	0.000244
200942_s_at	11	11	2597.2	P	0.000732
200943_at	11	11	7594.2	P	0.000244
200944_s_at	11	11	8045.7	P	0.000244
200945_s_at	11	11	3006.8	P	0.000244
200946_x_at	11	11	1520.1	P	0.000244
200947_s_at	11	11	1142.2	P	0.001953
200948_at	11	11	1290.2	P	0.000244
200949_x_at	11	11	13547.6	P	0.000244
200950_at	11	11	3586.9	P	0.000732
200951_s_at	11	11	483.2	P	0.004150
200952_s_at	11	11	136.0	A	0.111572
200953_s_at	11	11	7401.4	P	0.000244
200954_at	11	11	1019.1	A	0.129639
200955_at	11	11	1478.3	P	0.000244
200956_s_at	11	11	686.7	P	0.000244
200957_s_at	11	11	857.1	P	0.000244
200958_s_at	11	11	4120.8	P	0.000244
200959_at	11	11	1388.3	P	0.000732
200960_x_at	11	11	4396.9	P	0.001953
200961_at	11	11	713.5	P	0.000732
200962_at	11	11	706.4	P	0.005859
200963_x_at	11	11	17203.7	P	0.000244
200964_at	11	11	3063.2	P	0.000244
200965_s_at	11	11	2168.4	P	0.000244
200966_x_at	11	11	13020.7	P	0.000244
200967_at	11	11	3164.6	P	0.000244
200968_s_at	11	11	1605.5	P	0.000244
200969_at	11	11	1838.1	P	0.000244
200970_s_at	11	11	1966.9	P	0.008057
200971_s_at	11	11	2731.3	P	0.000732
200972_at	11	11	2070.4	P	0.000244
200973_s_at	11	11	1102.5	P	0.000244
200974_at	11	11	569.4	P	0.001953
200975_at	11	11	1145.4	P	0.000244
200976_s_at	11	11	1990.1	P	0.000244
200977_s_at	11	11	1729.4	P	0.000244
200978_at	11	11	3417.1	P	0.000244
200979_at	11	11	270.7	P	0.000732
200980_s_at	11	11	1759.7	P	0.030273
200981_x_at	11	11	11469.7	P	0.000244
200982_s_at	11	11	930.6	P	0.000244
200983_x_at	11	11	8116.5	P	0.000244
200984_s_at	11	11	5740.9	P	0.000244
200985_s_at	11	11	5955.3	P	0.000244
200986_at	11	11	291.5	P	0.001221
200987_x_at	11	11	386.3	P	0.014160
200988_s_at	11	11	73.8	P	0.030273
200989_at	11	11	9145.1	P	0.000244
200990_at	11	11	1799.5	P	0.000732
200991_s_at	11	11	685.0	P	0.002930
200992_at	11	11	3371.1	P	0.000244
200993_at	11	11	2962.8	P	0.000244
200994_at	11	11	3441.6	P	0.000244
200995_at	11	11	687.1	P	0.001221
200996_at	11	11	2962.6	P	0.000244
200997_at	11	11	996.8	P	0.000244
200998_s_at	11	11	1076.0	P	0.000244
200999_s_at	11	11	2865.4	P	0.000244
201000_at	11	11	1771.3	P	0.004150
201001_s_at	11	11	1523.5	P	0.000244
201002_s_at	11	11	2176.4	P	0.000244
201003_x_at	11	11	1277.9	P	0.000732
201004_at	11	11	3152.1	P	0.000244
201005_at	11	11	9232.2	P	0.000244
201006_at	11	11	273.0	P	0.023926
201007_at	11	11	3705.7	P	0.000244
201008_s_at	11	11	917.2	P	0.004150
201009_s_at	11	11	1387.3	P	0.001221
201010_s_at	11	11	4341.5	P	0.000244
201011_at	11	11	1705.4	P	0.000732
201012_at	11	11	8753.2	P	0.000244
201013_s_at	11	11	2220.1	P	0.000244
201014_s_at	11	11	1433.0	P	0.000244
201015_s_at	11	11	4671.2	P	0.000244
201016_at	11	11	2603.6	P	0.000244
201017_at	11	11	822.0	P	0.000244
201018_at	11	11	1689.4	P	0.000244
201019_s_at	11	11	3317.0	P	0.000244
201020_at	11	11	704.7	P	0.000244
201021_s_at	11	11	11942.4	P	0.000244
201022_s_at	11	11	11145.5	P	0.000244
201023_at	11	11	2042.9	P	0.000244
201024_x_at	11	11	1516.1	P	0.000244
201025_at	11	11	360.5	P	0.000244
201026_at	11	11	140.5	P	0.046143
201027_s_at	11	11	831.9	P	0.000732
201028_s_at	11	11	4777.5	P	0.000244
201029_s_at	11	11	8124.0	P	0.000244
201030_x_at	11	11	8797.2	P	0.000244
201031_s_at	11	11	4511.7	P	0.000244
201032_at	11	11	4175.3	P	0.000244
201033_x_at	11	11	14093.2	P	0.000244
201034_at	11	11	1148.8	P	0.000244
201035_s_at	11	11	751.0	P	0.008057
201036_s_at	11	11	1664.0	P	0.000244
201037_at	11	11	6685.4	P	0.000244
201038_s_at	11	11	743.8	P	0.004150
201039_s_at	11	11	217.8	P	0.004150
201040_at	11	11	1046.5	P	0.000732
201041_s_at	11	11	10375.1	P	0.000244
201042_at	11	11	1311.6	P	0.000732
201043_s_at	11	11	611.8	P	0.000732
201044_x_at	11	11	220.0	M	0.056152
201045_s_at	11	11	9.9	A	0.780518
201046_s_at	11	11	778.9	M	0.056152
201047_x_at	11	11	3369.6	P	0.000244
201048_x_at	11	11	265.5	P	0.004150
201049_s_at	11	11	14387.4	P	0.000244
201050_at	11	11	803.8	P	0.000244
201051_at	11	11	2489.9	P	0.000244
201052_s_at	11	11	1094.0	P	0.001221
201053_s_at	11	11	1023.5	P	0.001953
201054_at	11	11	2944.4	P	0.000244
201055_s_at	11	11	677.4	P	0.000244
201056_at	11	11	483.3	P	0.001221
201057_s_at	11	11	1041.8	P	0.000244
201058_s_at	11	11	141.3	A	0.129639
201059_at	11	11	2580.0	P	0.001221
201060_x_at	11	11	3189.1	P	0.000732
201061_s_at	11	11	2829.0	P	0.000244
201062_at	11	11	7.0	A	0.567627
201063_at	11	11	2833.6	P	0.000244
201064_s_at	11	11	4014.0	P	0.000244
201065_s_at	11	11	2568.8	P	0.000732
201066_at	11	11	1000.4	P	0.018555
201067_at	11	11	243.6	A	0.067627
201068_s_at	11	11	1911.8	P	0.000244
201069_at	11	11	137.1	P	0.023926
201070_x_at	11	11	244.4	P	0.030273
201071_x_at	11	11	3058.9	P	0.000244
201072_s_at	11	11	36.7	A	0.274170
201073_s_at	11	11	293.7	P	0.001221
201074_at	11	11	1324.7	P	0.000244
201075_s_at	11	11	633.3	P	0.000244
201076_at	11	11	650.8	P	0.001221
201077_s_at	11	11	2950.3	P	0.000244
201078_at	11	11	3079.1	P	0.000244
201079_at	11	11	1742.0	P	0.000244
201080_at	11	11	230.1	P	0.037598
201081_s_at	11	11	133.3	A	0.080566
201082_s_at	11	11	302.5	P	0.000244
201083_s_at	11	11	279.9	P	0.000244
201084_s_at	11	11	2075.4	P	0.000244
201085_s_at	11	11	123.4	A	0.366211
201086_x_at	11	11	1252.4	P	0.000244
201087_at	11	11	1321.2	P	0.000732
201088_at	11	11	2952.3	P	0.000244
201089_at	11	11	973.9	P	0.000244
201090_x_at	11	11	6132.6	P	0.018555
201091_s_at	11	11	3090.1	P	0.000244
201092_at	11	11	2910.2	P	0.000244
201093_x_at	11	11	1515.7	P	0.000244
201094_at	11	11	17325.2	P	0.000244
201095_at	11	11	549.9	P	0.046143
201096_s_at	11	11	2276.9	P	0.000244
201097_s_at	11	11	5882.6	P	0.000244
201098_at	11	11	1837.4	P	0.000732
201099_at	11	11	1288.3	P	0.000244
201100_s_at	11	11	2251.8	P	0.000244
201101_s_at	11	11	417.9	P	0.023926
201102_s_at	11	11	311.5	P	0.004150
201103_x_at	11	11	4941.8	P	0.000244
201104_x_at	11	11	2049.7	P	0.000244
201105_at	11	11	12273.4	P	0.000244
201106_at	11	11	2896.6	P	0.001953
201107_s_at	11	11	93.8	P	0.018555
201108_s_at	11	11	2412.4	P	0.001953
201109_s_at	11	11	2578.1	P	0.000244
201110_s_at	11	11	5799.5	P	0.000244
201111_at	11	11	1319.6	P	0.000244
201112_s_at	11	11	3216.6	P	0.000244
201113_at	11	11	2161.7	P	0.000244
201114_x_at	11	11	4878.2	P	0.000244
201115_at	11	11	654.3	P	0.005859
201116_s_at	11	11	391.9	P	0.046143
201117_s_at	11	11	708.5	P	0.000244
201118_at	11	11	2036.4	P	0.000244
201119_s_at	11	11	3742.7	P	0.000732
201120_s_at	11	11	959.5	P	0.000732
201121_s_at	11	11	2633.5	P	0.002930
201122_x_at	11	11	919.9	P	0.018555
201123_s_at	11	11	877.6	P	0.000244
201124_at	11	11	237.5	P	0.001953
201125_s_at	11	11	1101.1	P	0.000244
201126_s_at	11	11	1305.6	P	0.000244
201127_s_at	11	11	428.8	P	0.008057
201128_s_at	11	11	2871.5	P	0.000244
201129_at	11	11	486.7	P	0.000244
201130_s_at	11	11	598.6	P	0.000244
201131_s_at	11	11	8712.5	P	0.000244
201132_at	11	11	1634.0	P	0.000244
201133_s_at	11	11	1063.4	P	0.000244
201134_x_at	11	11	7665.8	P	0.000244
201135_at	11	11	1672.0	P	0.000244
201136_at	11	11	5566.6	P	0.000244
201137_s_at	11	11	61.8	A	0.246094
201138_s_at	11	11	980.8	P	0.000244
201139_s_at	11	11	1737.6	P	0.000244
201140_s_at	11	11	518.9	P	0.000732
201141_at	11	11	175.6	P	0.014160
201142_at	11	11	809.0	P	0.000244
201143_s_at	11	11	554.0	P	0.000732
201144_s_at	11	11	1376.0	P	0.000244
201145_at	11	11	1418.7	P	0.000244
201146_at	11	11	5558.6	P	0.000244
201147_s_at	11	11	1084.6	P	0.000244
201148_s_at	11	11	526.3	P	0.010742
201149_s_at	11	11	387.8	P	0.008057
201150_s_at	11	11	3261.1	P	0.000244
201151_s_at	11	11	760.1	P	0.000244
201152_s_at	11	11	1170.2	P	0.000244
201153_s_at	11	11	2404.6	P	0.000244
201154_x_at	11	11	14045.7	P	0.000244
201155_s_at	11	11	626.8	P	0.000732
201156_s_at	11	11	347.8	P	0.005859
201157_s_at	11	11	1926.4	P	0.000244
201158_at	11	11	216.5	P	0.001221
201159_s_at	11	11	119.9	A	0.366211
201160_s_at	11	11	8348.9	P	0.000244
201161_s_at	11	11	3277.0	P	0.000244
201162_at	11	11	2955.7	P	0.000244
201163_s_at	11	11	6971.7	P	0.000244
201164_s_at	11	11	1298.7	P	0.000244
201165_s_at	11	11	2287.3	P	0.010742
201166_s_at	11	11	2984.5	P	0.000732
201167_x_at	11	11	75.2	A	0.500000
201168_x_at	11	11	922.1	P	0.002930
201169_s_at	11	11	445.3	P	0.001953
201170_s_at	11	11	4803.5	P	0.000244
201171_at	11	11	247.3	A	0.080566
201172_x_at	11	11	3745.9	P	0.000732
201173_x_at	11	11	1273.2	P	0.000732
201174_s_at	11	11	745.8	P	0.008057
201175_at	11	11	1052.3	P	0.000732
201176_s_at	11	11	1105.4	P	0.000244
201177_s_at	11	11	3309.1	P	0.000244
201178_at	11	11	1752.9	P	0.000732
201179_s_at	11	11	1294.2	P	0.005859
201180_s_at	11	11	3319.9	P	0.000244
201181_at	11	11	467.6	P	0.001221
201182_s_at	11	11	31.7	A	0.219482
201183_s_at	11	11	557.5	P	0.000244
201184_s_at	11	11	926.7	P	0.030273
201185_at	11	11	6048.1	P	0.000244
201186_at	11	11	714.7	P	0.000244
201187_s_at	11	11	39.9	A	0.334473
201188_s_at	11	11	915.1	P	0.005859
201189_s_at	11	11	1590.5	P	0.000244
201190_s_at	11	11	751.9	P	0.000244
201191_at	11	11	465.4	P	0.018555
201192_s_at	11	11	501.2	P	0.000244
201193_at	11	11	1714.5	P	0.008057
201194_at	11	11	1625.2	P	0.000244
201195_s_at	11	11	7570.0	P	0.000244
201196_s_at	11	11	948.3	P	0.000244
201197_at	11	11	1711.7	P	0.000244
201198_s_at	11	11	748.8	P	0.000244
201199_s_at	11	11	760.5	P	0.000244
201200_at	11	11	4793.0	P	0.000244
201201_at	11	11	6099.5	P	0.000244
201202_at	11	11	1632.1	P	0.000732
201203_s_at	11	11	331.5	P	0.037598
201204_s_at	11	11	2124.0	P	0.000244
201205_at	11	11	88.6	P	0.023926
201206_s_at	11	11	375.9	P	0.037598
201207_at	11	11	1106.1	P	0.000732
201208_s_at	11	11	423.4	A	0.080566
201209_at	11	11	2341.3	P	0.000244
201210_at	11	11	5372.6	P	0.000244
201211_s_at	11	11	539.4	P	0.046143
201212_at	11	11	929.0	P	0.004150
201213_at	11	11	23.6	A	0.303711
201214_s_at	11	11	668.3	P	0.000244
201215_at	11	11	7696.9	P	0.000244
201216_at	11	11	1597.1	P	0.000244
201217_x_at	11	11	15770.7	P	0.000244
201218_at	11	11	3678.1	P	0.000244
201219_at	11	11	592.4	P	0.004150
201220_x_at	11	11	2282.9	P	0.000244
201221_s_at	11	11	746.2	P	0.001953
201222_s_at	11	11	3714.3	P	0.000244
201223_s_at	11	11	2770.2	P	0.000244
201224_s_at	11	11	246.3	A	0.194580
201225_s_at	11	11	1043.8	P	0.000244
201226_at	11	11	2759.1	P	0.000244
201227_s_at	11	11	4098.1	P	0.000244
201228_s_at	11	11	325.9	P	0.005859
201229_s_at	11	11	199.1	P	0.002930
201230_s_at	11	11	458.5	A	0.111572
201231_s_at	11	11	10988.5	P	0.000244
201232_s_at	11	11	876.5	P	0.001221
201233_at	11	11	403.4	P	0.004150
201234_at	11	11	1020.5	P	0.000732
201235_s_at	11	11	68.1	A	0.171387
201236_s_at	11	11	1476.5	P	0.002930
201237_at	11	11	782.1	P	0.000732
201238_s_at	11	11	2324.4	P	0.000244
201239_s_at	11	11	1396.9	P	0.000244
201240_s_at	11	11	3137.2	P	0.000244
201241_at	11	11	1715.5	P	0.000244
201242_s_at	11	11	1785.8	P	0.000244
201243_s_at	11	11	3161.5	P	0.000732
201244_s_at	11	11	1002.3	P	0.000732
201245_s_at	11	11	684.6	P	0.000732
201246_s_at	11	11	159.8	P	0.000244
201247_at	11	11	636.9	P	0.023926
201248_s_at	11	11	300.7	P	0.008057
201249_at	11	11	500.8	P	0.002930
201250_s_at	11	11	3621.6	P	0.000244
201251_at	11	11	2292.2	P	0.000244
201252_at	11	11	530.5	P	0.014160
201253_s_at	11	11	2083.0	P	0.004150
201254_x_at	11	11	17442.4	P	0.000732
201255_x_at	11	11	942.1	P	0.001221
201256_at	11	11	3264.2	P	0.000244
201257_x_at	11	11	17717.5	P	0.000244
201258_at	11	11	14596.3	P	0.000244
201259_s_at	11	11	3670.9	P	0.000244
201260_s_at	11	11	5169.6	P	0.000244
201261_x_at	11	11	45.1	A	0.171387
201262_s_at	11	11	3.2	A	0.943848
201263_at	11	11	2620.8	P	0.000244
201264_at	11	11	1511.3	P	0.004150
201265_at	11	11	131.1	A	0.111572
201266_at	11	11	1550.5	P	0.001953
201267_s_at	11	11	1036.1	P	0.000244
201268_at	11	11	6251.1	P	0.000244
201269_s_at	11	11	80.9	A	0.095215
201270_x_at	11	11	1006.4	P	0.001221
201271_s_at	11	11	602.8	P	0.000732
201272_at	11	11	1824.5	P	0.000244
201273_s_at	11	11	6863.0	P	0.000244
201274_at	11	11	956.0	P	0.000244
201275_at	11	11	3224.4	P	0.000244
201276_at	11	11	475.7	P	0.001221
201277_s_at	11	11	4112.5	P	0.000244
201278_at	11	11	93.2	P	0.030273
201279_s_at	11	11	36.8	A	0.334473
201280_s_at	11	11	47.5	A	0.334473
201281_at	11	11	1303.1	P	0.001221
201282_at	11	11	32.9	A	0.366211
201283_s_at	11	11	43.4	A	0.095215
201284_s_at	11	11	963.6	P	0.000244
201285_at	11	11	1866.6	P	0.000244
201286_at	11	11	6317.5	P	0.000244
201287_s_at	11	11	8000.6	P	0.000244
201288_at	11	11	641.2	P	0.008057
201289_at	11	11	10130.8	P	0.000244
201290_at	11	11	7647.7	P	0.000244
201291_s_at	11	11	251.6	P	0.014160
201292_at	11	11	628.3	P	0.000732
201293_x_at	11	11	13768.7	P	0.000244
201294_s_at	11	11	169.6	P	0.018555
201295_s_at	11	11	125.0	P	0.000732
201296_s_at	11	11	1780.3	P	0.000244
201297_s_at	11	11	368.2	P	0.000244
201298_s_at	11	11	1165.2	P	0.000244
201299_s_at	11	11	354.6	P	0.000732
201300_s_at	11	11	11643.3	P	0.000244
201301_s_at	11	11	2616.9	P	0.000244
201302_at	11	11	1791.2	P	0.000244
201303_at	11	11	1934.0	P	0.000244
201304_at	11	11	2419.3	P	0.000244
201305_x_at	11	11	3668.3	P	0.000244
201306_s_at	11	11	6540.6	P	0.000244
201307_at	11	11	1292.1	P	0.000732
201308_s_at	11	11	55.1	A	0.080566
201309_x_at	11	11	161.0	P	0.046143
201310_s_at	11	11	913.6	P	0.000732
201311_s_at	11	11	924.2	P	0.004150
201312_s_at	11	11	3824.8	P	0.000244
201313_at	11	11	329.1	P	0.014160
201314_at	11	11	594.2	P	0.001221
201315_x_at	11	11	1888.3	P	0.000244
201316_at	11	11	374.5	P	0.000244
201317_s_at	11	11	5924.4	P	0.000244
201318_s_at	11	11	10329.7	P	0.000244
201319_at	11	11	977.9	P	0.001953
201320_at	11	11	328.8	P	0.005859
201321_s_at	11	11	573.8	P	0.001221
201322_at	11	11	6353.6	P	0.000244
201323_at	11	11	823.1	P	0.000244
201324_at	11	11	4831.4	P	0.000244
201325_s_at	11	11	1522.6	P	0.000244
201326_at	11	11	2715.2	P	0.000244
201327_s_at	11	11	3686.7	P	0.000244
201328_at	11	11	2522.2	P	0.000244
201329_s_at	11	11	1846.1	P	0.001221
201330_at	11	11	3705.2	M	0.056152
201331_s_at	11	11	1553.4	P	0.000244
201332_s_at	11	11	156.8	M	0.056152
201333_s_at	11	11	62.3	A	0.432373
201334_s_at	11	11	1634.6	P	0.000244
201335_s_at	11	11	117.6	M	0.056152
201336_at	11	11	3475.9	P	0.000732
201337_s_at	11	11	2002.0	P	0.000244
201338_x_at	11	11	1549.5	P	0.000244
201339_s_at	11	11	2081.9	P	0.000244
201340_s_at	11	11	7.6	A	0.601074
201341_at	11	11	303.0	A	0.274170
201342_at	11	11	1285.7	P	0.005859
201343_at	11	11	2243.7	P	0.000244
201344_at	11	11	211.4	P	0.001221
201345_s_at	11	11	3357.3	P	0.008057
201346_at	11	11	1119.4	P	0.014160
201347_x_at	11	11	1410.7	P	0.000244
201348_at	11	11	5010.4	P	0.000244
201349_at	11	11	1197.7	P	0.002930
201350_at	11	11	495.1	P	0.000244
201351_s_at	11	11	2840.9	P	0.000244
201352_at	11	11	2474.2	P	0.000244
201353_s_at	11	11	111.4	P	0.037598
201354_s_at	11	11	351.4	P	0.046143
201355_s_at	11	11	81.3	A	0.303711
201356_at	11	11	939.8	P	0.002930
201357_s_at	11	11	332.2	P	0.018555
201358_s_at	11	11	4890.4	P	0.000244
201359_at	11	11	3572.0	P	0.000244
201360_at	11	11	3516.2	P	0.000244
201361_at	11	11	340.2	M	0.056152
201362_at	11	11	828.1	P	0.000244
201363_s_at	11	11	826.0	P	0.000244
201364_s_at	11	11	472.6	P	0.008057
201365_at	11	11	621.5	A	0.129639
201366_at	11	11	1733.9	P	0.000244
201367_s_at	11	11	49.2	A	0.111572
201368_at	11	11	8643.5	P	0.000244
201369_s_at	11	11	428.7	P	0.002930
201370_s_at	11	11	283.0	P	0.000244
201371_s_at	11	11	2069.4	P	0.000244
201372_s_at	11	11	38.0	A	0.303711
201373_at	11	11	844.2	P	0.001953
201374_x_at	11	11	6.5	A	0.753906
201375_s_at	11	11	4331.8	P	0.000244
201376_s_at	11	11	1335.5	P	0.023926
201377_at	11	11	640.6	P	0.000732
201378_s_at	11	11	289.0	P	0.004150
201379_s_at	11	11	2153.1	P	0.000244
201380_at	11	11	786.2	P	0.000244
201381_x_at	11	11	1287.1	P	0.000244
201382_at	11	11	100.3	P	0.004150
201383_s_at	11	11	443.0	P	0.018555
201384_s_at	11	11	1393.7	P	0.000244
201385_at	11	11	4343.7	P	0.001953
201386_s_at	11	11	1743.5	P	0.000244
201387_s_at	11	11	117.3	A	0.219482
201388_at	11	11	457.4	P	0.005859
201389_at	11	11	2174.4	P	0.000244
201390_s_at	11	11	2756.0	P	0.000244
201391_at	11	11	1042.2	P	0.004150
201392_s_at	11	11	461.9	P	0.000244
201393_s_at	11	11	2017.8	P	0.000244
201394_s_at	11	11	523.3	P	0.004150
201395_at	11	11	1162.8	P	0.000244
201396_s_at	11	11	254.0	P	0.010742
201397_at	11	11	1138.0	P	0.000244
201398_s_at	11	11	5594.9	P	0.000244
201399_s_at	11	11	3223.6	P	0.018555
201400_at	11	11	2157.7	P	0.000244
201401_s_at	11	11	43.1	A	0.246094
201402_at	11	11	24.9	A	0.633789
201403_s_at	11	11	2997.1	P	0.000732
201404_x_at	11	11	305.7	P	0.030273
201405_s_at	11	11	1847.5	P	0.000244
201406_at	11	11	17716.8	P	0.000244
201407_s_at	11	11	3640.6	P	0.000244
201408_at	11	11	1600.6	P	0.000244
201409_s_at	11	11	2331.3	P	0.000244
201410_at	11	11	1749.8	P	0.000244
201411_s_at	11	11	179.1	P	0.030273
201412_at	11	11	2395.4	P	0.000732
201413_at	11	11	1254.4	P	0.001221
201414_s_at	11	11	783.2	P	0.014160
201415_at	11	11	1949.2	P	0.000244
201416_at	11	11	2175.1	P	0.000244
201417_at	11	11	4286.1	P	0.000244
201418_s_at	11	11	656.4	P	0.018555
201419_at	11	11	659.0	P	0.023926
201420_s_at	11	11	395.3	P	0.046143
201421_s_at	11	11	507.3	P	0.001953
201422_at	11	11	274.8	P	0.018555
201423_s_at	11	11	746.5	P	0.000244
201424_s_at	11	11	1346.1	P	0.000244
201425_at	11	11	1659.0	P	0.000244
201426_s_at	11	11	10538.8	P	0.000244
201427_s_at	11	11	119.0	P	0.046143
201428_at	11	11	155.9	A	0.194580
201429_s_at	11	11	17668.4	P	0.000244
201430_s_at	11	11	39.7	A	0.334473
201431_s_at	11	11	155.3	A	0.129639
201432_at	11	11	1921.9	P	0.000244
201433_s_at	11	11	1572.1	P	0.000244
201434_at	11	11	710.3	P	0.010742
201435_s_at	11	11	1519.1	P	0.000732
201436_at	11	11	481.2	P	0.000244
201437_s_at	11	11	1522.1	P	0.000244
201438_at	11	11	53.9	A	0.219482
201439_at	11	11	225.1	P	0.000244
201440_at	11	11	204.7	P	0.014160
201441_at	11	11	3035.9	P	0.000244
201442_s_at	11	11	68.1	A	0.246094
201443_s_at	11	11	6442.9	P	0.000244
201444_s_at	11	11	3854.0	P	0.000244
201445_at	11	11	877.5	P	0.000244
201446_s_at	11	11	479.0	A	0.095215
201447_at	11	11	415.1	P	0.004150
201448_at	11	11	1009.7	P	0.000244
201449_at	11	11	442.9	P	0.000244
201450_s_at	11	11	739.1	P	0.000732
201451_x_at	11	11	10.8	A	0.805420
201452_at	11	11	4.8	A	0.976074
201453_x_at	11	11	3414.1	P	0.000244
201454_s_at	11	11	626.2	P	0.000244
201455_s_at	11	11	1175.4	P	0.000732
201456_s_at	11	11	1259.8	P	0.000244
201457_x_at	11	11	2405.1	P	0.000244
201458_s_at	11	11	2256.4	P	0.000244
201459_at	11	11	865.8	P	0.000244
201460_at	11	11	403.5	P	0.010742
201461_s_at	11	11	148.1	P	0.018555
201462_at	11	11	1126.2	P	0.000244
201463_s_at	11	11	3143.4	P	0.000244
201464_x_at	11	11	2672.3	P	0.008057
201465_s_at	11	11	243.2	A	0.149658
201466_s_at	11	11	950.3	P	0.023926
201467_s_at	11	11	765.0	P	0.000244
201468_s_at	11	11	1217.5	P	0.000244
201469_s_at	11	11	727.9	P	0.000244
201470_at	11	11	3906.0	P	0.000244
201471_s_at	11	11	1813.1	P	0.000244
201472_at	11	11	2122.1	P	0.000244
201473_at	11	11	1674.3	P	0.000244
201474_s_at	11	11	1577.7	P	0.010742
